Sigla,Ano Dados,Nome do evento,Siglas Alternativas,Nomes Alternativos,Sociedade,Avaliação SBC,SBC-CE,Origem Cadastro,Origem Ano,Anais,Anais Link,GS Link,DBLP Link
CRV,2025,Canadian Conference on Computer and Robot Vision,,,,,,Qualis 2017-2020,2021,,,,
CRYPTO,2025,International Cryptology Conference,,,,,,Qualis 2017-2020,2021,,,,
CSBC,2025,Congresso da Sociedade Brasileira de Computação,,,,,,Qualis 2017-2020,2021,,,,
CSBIO,2025,International Conference on Computational Systems-Biology and Bioinformatics,,,,,,Qualis 2017-2020,2021,,,,
CSCL,2025,International Conference on Computer Supported Collaborative Learning,,,,,,Qualis 2017-2020,2021,,,,
CSCN,2025,IEEE Conference on Standards for Communications and Networking,,,,,,Qualis 2017-2020,2021,,,,
CSCW,2025,ACM Conference on Computer Supported Cooperative Work & Social Computing,,,,,,Qualis 2017-2020,2021,,,,
CSCWD,2025,IEEE International Conference on Computer Supported Cooperative Work in Design,,,,,,Qualis 2017-2020,2021,,,,
CSDS,2025,Conference of the System Dynamics Society,,,,,,Qualis 2017-2020,2021,,,,
CSE,2025,International Conference on Computational Science and Engineering,,,,,,Qualis 2017-2020,2021,,,,
CSEDU,2025,International Conference on Computer Supported Education,,,,,,Qualis 2017-2020,2021,,,,
CSEE&T,2025,Conference on Software Engineering Education and Training,,,,,,Qualis 2017-2020,2021,,,,
CSF,2025,IEEE Computer Security Foundations Symposium,,,,,,Qualis 2017-2020,2021,,,,
CSI-SE,2025,International Workshop on Crowdsourcing in Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
CSL,2025,Conference for Computer Science Logic,,,,,,Qualis 2017-2020,2021,,,,
CSMC,2025,Conference on Computer Simulation of Musical Creativity,,,,,,Qualis 2017-2020,2021,,,,
CSNDSP,2025,"International Symposium on Communication Systems, Networks and Digital Signal Processing",,,,,,Qualis 2017-2020,2021,,,,
CSNet,2025,Cyber Security in Networking Conference,,,,,,Qualis 2017-2020,2021,,,,
CSOUND,2025,International CSound Conference,,,,,,Qualis 2017-2020,2021,,,,
CTE,2025,International Conference on Computational Thinking Education,,,,,,Qualis 2017-2020,2021,,,,
CTS,2025,International Conference on Collaboration and Technology,,,,,,Qualis 2017-2020,2021,,,,
CVPR,2025,IEEE Conference on Computer Vision and Pattern Recognition,,,,,,Qualis 2017-2020,2021,,,,
CVPRW,2025,IEEE Conference on Computer Vision and Pattern Recognition Workshops,,,,,,Qualis 2017-2020,2021,,,,
CyberSA,2025,"International Conference on Cyber Situational Awareness, Data Analytics and Assessment",,,,,,Qualis 2017-2020,2021,,,,
CyberSecurity,2025,International Conference on Cyber Security And Protection Of Digital Services,,,,,,Qualis 2017-2020,2021,,,,
DAC,2025,Design Automation Conference,,,,,,Qualis 2017-2020,2021,,,,
DAFX,2025,International Conference on Digital Audio Effects,,,,,,Qualis 2017-2020,2021,,,,
DAMON,2025,International Workshop on Data Management on New Hardware,,,,,,Qualis 2017-2020,2021,,,,
DARS,2025,International Symposium on Distributed Autonomous Robotic Systems,,,,,,Qualis 2017-2020,2021,,,,
DASC,2025,"IEEE International Conference on Dependable, Autonomic & Secure Computing",,,,,,Qualis 2017-2020,2021,,,,
DASFAA,2025,International Conference on Database Systems for Advanced Applications,,,,,,Qualis 2017-2020,2021,,,,
DASIP,2025,Conference on Design and Architectures for Signal and Image Processing,,,,,,Qualis 2017-2020,2021,,,,
DATA,2025,"International Conference on Data Science, Technology and Applications",,,,,,Qualis 2017-2020,2021,,,,
DATAANALYTICS-IARIA,2025,IARIA International Conference on Data Analytics,,,,,,Qualis 2017-2020,2021,,,,
DATE,2025,"Design, Automation and Test in Europe Conference and Exhibition",,,,,,Qualis 2017-2020,2021,,,,
DAWAK,2025,International Conference on Big Data Analytics and Knowledge Discovery,,,,,,Qualis 2017-2020,2021,,,,
DBKD-AIARIA,2025,"IARIA International Conference on Advances in Databases, Knowledge, and Data Applications",,,,,,Qualis 2017-2020,2021,,,,
DBSec,2025,IFIP WG 11.3 Conference on Data and Applications Security and Privacy,,,,,,Qualis 2017-2020,2021,,,,
DCAI,2025,International Symposium on Distributed Computing and Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
DCASE,2025,Workshop on Detection and Classification of Acoustic Scenes and Events,,,,,,Qualis 2017-2020,2021,,,,
DCC,2025,Data Compression Conference,,,,,,Qualis 2017-2020,2021,,,,
DCOSS,2025,International Conference on Distributed Computing in Sensor Systems,,,,,,Qualis 2017-2020,2021,,,,
DDECS,2025,IEEE International Symposium on Design and Diagnostics of Electronic Circuits and Systems,,,,,,Qualis 2017-2020,2021,,,,
DEBS,2025,International Conference on Distributed and Event-Based Systems,,,,,,Qualis 2017-2020,2021,,,,
DEPCOS,2025,International Conference on Dependability and Complex Systems,,,,,,Qualis 2017-2020,2021,,,,
DESAFIE,2025,Workshop de Desafios da Computação Aplicada à Educação,,,,,,Qualis 2017-2020,2021,,,,
DEXA,2025,International Conference on Database and Expert Systems Applications,,,,,,Qualis 2017-2020,2021,,,,
DFT,2025,IEEE International Symposium on Defect and Fault Tolerance in VLSI Systems,,,,,,Qualis 2017-2020,2021,,,,
DGCI,2025,Discrete Geometry for Computer Imagery,,,,,,Qualis 2017-2020,2021,,,,
DGO,2025,Annual International Conference on Digital Government Research,,,,,,Qualis 2017-2020,2021,,,,
DH,2025,Digital Heritage,,,,,,Qualis 2017-2020,2021,,,,
DIGRA,2025,Digital Games Research Association International Conference,,,,,,Qualis 2017-2020,2021,,,,
DILS,2025,International Conference on Data Integration in Life Sciences,,,,,,Qualis 2017-2020,2021,,,,
DIMVA,2025,"International Conference on Detection of Intrusions and Malware, and Vulnerability Assessment",,,,,,Qualis 2017-2020,2021,,,,
DIS,2025,Conference on Designing Interactive Systems,,,,,,Qualis 2017-2020,2021,,,,
DISC,2025,International Symposium on Distributed Computing,,,,,,Qualis 2017-2020,2021,,,,
DIVANET,2025,ACM Symposium on Development and Analysis of Intelligent Vehicular Networks and Applications,,,,,,Qualis 2017-2020,2021,,,,
DL,2025,International Workshop on Description Logics,,,,,,Qualis 2017-2020,2021,,,,
DLS,2025,Dynamic Languages Symposium,,,,,,Qualis 2017-2020,2021,,,,
DMA,2025,International Conference on Data Mining and Applications,,,,,,Qualis 2017-2020,2021,,,,
DMSVIVA,2025,International DMS Conference on Visualization and Visual Languages,,,,,,Qualis 2017-2020,2021,,,,
DOCENG,2025,ACM Symposium on Document Engineering,,,,,,Qualis 2017-2020,2021,,,,
DOLAP,2025,International Workshop On Data Warehousing and OLAP,,,,,,Qualis 2017-2020,2021,,,,
DPM,2025,International Workshop on Data Privacy Management,,,,,,Qualis 2017-2020,2021,,,,
DRCN,2025,International Conference on the Design of Reliable Communication Networks,,,,,,Qualis 2017-2020,2021,,,,
DS,2025,International Conference on Discovery Science,,,,,,Qualis 2017-2020,2021,,,,
DS-RT,2025,IEEE/ACM International Symposium on Distributed Simulation and Real-Time Applications,,,,,,Qualis 2017-2020,2021,,,,
DSAA,2025,IEEE International Conference on Data Science and Advanced Analytics,,,,,,Qualis 2017-2020,2021,,,,
DSAI,2025,International Conference on Software Development for Enhancing Accessibility and Fighting Info-exclusion,,,,,,Qualis 2017-2020,2021,,,,
DSC,2025,IEEE Conference on Dependable and Secure Computing,,,,,,Qualis 2017-2020,2021,,,,
DSD,2025,"Euromicro Conference on Digital System Design, Architectures, Methods and Tools",,,,,,Qualis 2017-2020,2021,,,,
DSN,2025,Annual IEEE/IFIP International Conference on Dependable Systems and Networks,,,,,,Qualis 2017-2020,2021,,,,
DSNW,2025,IEEE International Conference on Dependable Systems and Networks Workshops,,,,,,Qualis 2017-2020,2021,,,,
DSP,2025,International Conference on Digital Signal Processing,,,,,,Qualis 2017-2020,2021,,,,
DTIS,2025,Design & Technology of Integrated Systems in Nanoscale Era,,,,,,Qualis 2017-2020,2021,,,,
DySPAN,2025,IEEE Symposium on New Frontiers in Dynamic Spectrum Access Networks,,,,,,Qualis 2017-2020,2021,,,,
EACL,2025,Conference of the European Chapter of the Association for Computational Linguistics,,,,,,Qualis 2017-2020,2021,,,,
EASE,2025,International Conference on Evaluation and Assessment in Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
EATIS,2025,Euro American Conference on Telematics and Information Systems,,,,,,Qualis 2017-2020,2021,,,,
EC,2025,ACM conference on Economics and Computation,,,,,,Qualis 2017-2020,2021,,,,
EC-TEL,2025,European Conference on Technology Enhanced Learning,,,,,,Qualis 2017-2020,2021,,,,
ECAI,2025,European Conference on Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
ECASE,2025,IEEE/ACM International Workshop on Establishing the Community-Wide Infrastructure for Architecture-Based Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
ECC,2025,European Control Conference,,,,,,Qualis 2017-2020,2021,,,,
ECCTD,2025,European Conference on Circuit Theory and Design,,,,,,Qualis 2017-2020,2021,,,,
ECCV,2025,European Conference on Computer Vision,,,,,,Qualis 2017-2020,2021,,,,
ECIR,2025,European Conference on Information Retrieval,,,,,,Qualis 2017-2020,2021,,,,
ECIS,2025,European Conference on Information Systems,,,,,,Qualis 2017-2020,2021,,,,
ECML,2025,European Conference on Machine Learning and Principles and Practice of Knowledge Discovery in Databases,,,,,,Qualis 2017-2020,2021,,,,
ECMR,2025,European Conference on Mobile Robots,,,,,,Qualis 2017-2020,2021,,,,
ECMS,2025,European Conference on Modelling and Simulation,,,,,,Qualis 2017-2020,2021,,,,
ECOOP,2025,European Conference on Object-Oriented Programming,,,,,,Qualis 2017-2020,2021,,,,
ECRTS,2025,Euromicro Conference on Real-Time Systems,,,,,,Qualis 2017-2020,2021,,,,
ECSA,2025,European Conference on Software Architecture,,,,,,Qualis 2017-2020,2021,,,,
ECSCW,2025,European Conference on Computer Supported Cooperative Work,,,,,,Qualis 2017-2020,2021,,,,
ECSQARU,2025,European Conference on Symbolic and Quantitative Approaches to Reasoning and Uncertainty,,,,,,Qualis 2017-2020,2021,,,,
EDBT,2025,International Conference on Extending Database Technology,,,,,,Qualis 2017-2020,2021,,,,
EDCC,2025,European Dependable Computing Conference,,,,,,Qualis 2017-2020,2021,,,,
EDGE,2025,International Conference on Edge Computing,,,,,,Qualis 2017-2020,2021,,,,
EDM,2025,International Conference on Educational Data Mining,,,,,,Qualis 2017-2020,2021,,,,
EDOC,2025,IEEE International Enterprise Distributed Object Computing Conference,,,,,,Qualis 2017-2020,2021,,,,
EDUCOMP,2025,Simpósio Brasileiro de Educação em Computação,,,,,,Qualis 2017-2020,2021,,,,
EDUCON,2025,IEEE Global Engineering Education Conference,,,,,,Qualis 2017-2020,2021,,,,
EECS,2025,European Conference on Electrical Engineering and Computer Science,,,,,,Qualis 2017-2020,2021,,,,
EEEWC,2025,"International Conference on e-Learning, e-Business, Enterprise Information Systems, and e-Government",,,,,,Qualis 2017-2020,2021,,,,
EGOV,2025,International Conference on Electronic Government,,,,,,Qualis 2017-2020,2021,,,,
EGOV-CEDEM-EPART,2025,International Conference on Electronic Government/International Conference for E-Democracy and Open Government,,,,,,Qualis 2017-2020,2021,,,,
EGOVIS,2025,International Conference on Electronic Government and the Information Systems Perspective,,,,,,Qualis 2017-2020,2021,,,,
EICS,2025,ACM SIGCHI Symposium on Engineering Interactive Computing Systems,,,,,,Qualis 2017-2020,2021,,,,
EIT,2025,International Conference on Electro Information Technology,,,,,,Qualis 2017-2020,2021,,,,
EJC,2025,International Conference on Information Modeling and Knowledge,,,,,,Qualis 2017-2020,2021,,,,
EM-GIS,2025,International Workshop on the Use of GIS in Emergency Management,,,,,,Qualis 2017-2020,2021,,,,
EMAS,2025,International Workshop on Engineering Multiagent Systems,,,,,,Qualis 2017-2020,2021,,,,
EMBC,2025,Annual International Conference of the IEEE Engineering in Medicine and Biology Society,,,,,,Qualis 2017-2020,2021,,,,
EMBS,2025,IEEE-EMBS International Conference on Biomedical and Health Informatics,,,,,,Qualis 2017-2020,2021,,,,
EMNLP,2025,Conference on Empirical Methods in Natural Language Processing,,,,,,Qualis 2017-2020,2021,,,,
EMO,2025,International Conference on Evolutionary Multi-Criterion Optimization,,,,,,Qualis 2017-2020,2021,,,,
EMSOFT,2025,ACM International Conference on Embedded Software,,,,,,Qualis 2017-2020,2021,,,,
ENANPAD,2025,Encontro Nacional da Associação Nacional de Pós-Graduação e Pesquisa em Administração,,,,,,Qualis 2017-2020,2021,,,,
ENASE,2025,International Conference on Evaluation of Novel Approaches to Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
ENCP,2025,ACM CoNEXT Workshop on Emerging in-Network Computing Paradigms,,,,,,Qualis 2017-2020,2021,,,,
ENIAC,2025,Encontro Nacional de Inteligencia Artificial e Computacional,,,,,,Qualis 2017-2020,2021,,,,
EPIA,2025,Portuguese Conference on Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
ER,2025,International Conference on Conceptual Modeling,,,,,,Qualis 2017-2020,2021,,,,
Ergodesign,2025,Congresso Internacional de Ergonomia e Usabilidade de Interfaces Humano Tecnológica,,,,,,Qualis 2017-2020,2021,,,,
ESA,2025,European Symposium on Algorithms,,,,CE-ACO Top10 2024,,Qualis 2017-2020,2021,,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=sNtxnFuOq5YJ.2024,https://dblp.org/db/conf/esa/index.html
ESANN,2025,"European Symposium on Artificial Neural Networks, Computational Intelligence and Machine Learning",,,,,,Qualis 2017-2020,2021,,,,
ESCIENCE,2025,IEEE International Conference on e-Science,,,,,,Qualis 2017-2020,2021,,,,
ESELAW,2025,Workshop Latinoamericano de Ingeniería de Software Experimental,,,,,,Qualis 2017-2020,2021,,,,
ESEM,2025,ACM/IEEE International Symposium on Empirical Software Engineering and Measurement,,,,,,Qualis 2017-2020,2021,,,,
ESOCC,2025,European Conference on Service-Oriented and Cloud Computing,,,,,,Qualis 2017-2020,2021,,,,
ESOP,2025,European Symposium on Programming,,,,,,Qualis 2017-2020,2021,,,,
ESORICS,2025,European Symposium on Research in Computer Security,,,,,,Qualis 2017-2020,2021,,,,
ESSCIRC,2025,European Solid State Circuits Conference,,,,,,Qualis 2017-2020,2021,,,,
ESSDERC,2025,European Solid State Device Research Conference,,,,,,Qualis 2017-2020,2021,,,,
ESWC,2025,Extended Semantic Web Conference,,,,,,Qualis 2017-2020,2021,,,,
ESWS,2025,European Semantic Web Conference,,,,,,Qualis 2017-2020,2021,,,,
ETC,2025,Encontro de Teoria da Computação,,,,,,Qualis 2017-2020,2021,,,,
ETFA,2025,IEEE International Conference on Emerging Technologies and Factory Automation,,,,,,Qualis 2017-2020,2021,,,,
ETRA,2025,ACM Symposium on Eye Tracking Research & Applications,,,,,,Qualis 2017-2020,2021,,,,
ETS,2025,IEEE European Test Symposium,,,,,,Qualis 2017-2020,2021,,,,
EUC,2025,IEEE/IFIP International Conferences on Embedded and Ubiquitous Computing,,,,,,Qualis 2017-2020,2021,,,,
EuCNC,2025,European Conference on Networks and Communications,,,,,,Qualis 2017-2020,2021,,,,
EUMAS,2025,European Conference on Multi-Agent Systems,,,,,,Qualis 2017-2020,2021,,,,
EURO,2025,European Conference on Operational Research,,,,,,Qualis 2017-2020,2021,,,,
EUROCOMB,2025,"European Conference on Combinatorics, Graph Theory and Applications",,,,,,Qualis 2017-2020,2021,,,,
EUROCRYPT,2025,International Conference on Theory and Applications of Cryptographic Techniques,,,,,,Qualis 2017-2020,2021,,,,
EUROGRAPHICS,2025,European Association for Computer Graphics,,,,,,Qualis 2017-2020,2021,,,,
EUROHAPTICS,2025,Eurohaptics,,,,,,Qualis 2017-2020,2021,,,,
EuroMPI,2025,European MPI Users Group Meeting,,,,,,Qualis 2017-2020,2021,,,,
EUROPAR,2025,European Conference on Parallel Computing,,,,,,Qualis 2017-2020,2021,,,,
EuroPloP,2025,European Conference on Pattern Languages of Programs,,,,,,Qualis 2017-2020,2021,,,,
EuroSPI,2025,European Conference on Software Process Improvement,,,,,,Qualis 2017-2020,2021,,,,
EUROSYS,2025,European Conference on Computer Systems,,,,,,Qualis 2017-2020,2021,,,,
EuroVis,2025,EG/VGTC Conference on Visualization,,,,,,Qualis 2017-2020,2021,,,,
EUSFLAT,2025,Conference of the European Society for Fuzzy Logic and Technology,,,,,,Qualis 2017-2020,2021,,,,
EUSIPCO,2025,European Signal Processing Conference,,,,,,Qualis 2017-2020,2021,,,,
EVOAPPLICATIONS,2025,European Conference on the Applications of Evolutionary Computation,,,,,,Qualis 2017-2020,2021,,,,
EVOCOP,2025,European Conference on Evolutionary Computation in Combinatorial Optimization,,,,,,Qualis 2017-2020,2021,,,,
EWC,2025,Embedded Word Conference,,,,,,Qualis 2017-2020,2021,,,,
EWSDN,2025,European Workshop on Software Defined Networks,,,,,,Qualis 2017-2020,2021,,,,
EWSN,2025,European Conference on Wireless Sensor Networks,,,,,,Qualis 2017-2020,2021,,,,
EXP.AT,2025,Experiment@ International Conference,,,,,,Qualis 2017-2020,2021,,,,
FACS,2025,International Conference on Formal Aspects of Component Software,,,,,,Qualis 2017-2020,2021,,,,
FASE,2025,International Conference on Fundamental Approaches to Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
FAST,2025,USENIX Conference on File and Storage Technologies,,,,,,Qualis 2017-2020,2021,,,,
FC,2025,International Conference on Financial Cryptography and Data Security,,,,,,Qualis 2017-2020,2021,,,,
FCCM,2025,IEEE Annual International Symposium on Field-Programmable Custom Computing Machines,,,,,,Qualis 2017-2020,2021,,,,
FCT,2025,International Symposium on Fundamentals of Computation Theory,,,,,,Qualis 2017-2020,2021,,,,
FCTA,2025,International Conference on Fuzzy Computation Theory and Applications,,,,,,Qualis 2017-2020,2021,,,,
FDG,2025,Foundations of Digital Games,,,,,,Qualis 2017-2020,2021,,,,
FDL,2025,Forum on Specification and Design Languages,,,,,,Qualis 2017-2020,2021,,,,
FECS,2025,International Conference on Frontiers in Education: Computer Science and Computer Engineering,,,,,,Qualis 2017-2020,2021,,,,
FEDCSIS,2025,Federated Conference on Computer Science and Information Systems,,,,,,Qualis 2017-2020,2021,,,,
FGR,2025,IEEE International Conference on Automatic Face and Gesture Recognition,,,,,,Qualis 2017-2020,2021,,,,
FiCloud,2025,International Conference on Future Internet of Things and Cloud,,,,,,Qualis 2017-2020,2021,,,,
FIE,2025,IEEE Frontiers in Education Conference,,,,,,Qualis 2017-2020,2021,,,,
FIT,2025,International Conference on Forntiers of Information Technology,,,,,,Qualis 2017-2020,2021,,,,
FLAIRS,2025,International Florida Artificial Intelligence Conference,,,,,,Qualis 2017-2020,2021,,,,
FLOPS,2025,International Symposium on Functional and Logic Programming,,,,,,Qualis 2017-2020,2021,,,,
FM,2025,International Symposium on Formal Methods,,,,,,Qualis 2017-2020,2021,,,,
FMCAD,2025,International Conference on Formal Methods in Computer-Aided Design,,,,,,Qualis 2017-2020,2021,,,,
FOCS,2025,IEEE Annual Symposium on Foundations of Computer Science,,,IEEE,CE-ACO Top10 2024,,Qualis 2017-2020,2021,,,https://scholar.google.com/citations?hl=en&view_op=list_hcore&venue=QUcbc1kDDcEJ.2024,https://dblp.org/db/conf/focs/index.html
FOIS,2025,International Conference on Formal Ontology in Information Systems,,,,,,Qualis 2017-2020,2021,,,,
FormaliSE,2025,International Conference on Formal Methods in Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
FOSD,2025,International Workshop on Feature-Oriented Software Development,,,,,,Qualis 2017-2020,2021,,,,
FoSSaCS,2025,International Conference on Foundations of Software Science and Computation Structures,,,,,,Qualis 2017-2020,2021,,,,
FPGA,2025,Symposium on Field Programmable Gate Arrays,,,,,,Qualis 2017-2020,2021,,,,
FPL,2025,International Conference on Field-Programmable Logic and Applications,,,,,,Qualis 2017-2020,2021,,,,
FPT,2025,IEEE International Conference on Field-Programmable Technology,,,,,,Qualis 2017-2020,2021,,,,
FROCOS,2025,International Symposium on Frontiers of Combining Systems,,,,,,Qualis 2017-2020,2021,,,,
FSCD,2025,International Conference on Formal Structures for Computation and Deduction,,,,,,Qualis 2017-2020,2021,,,,
FSE,2025,Fast Software Encryption,,,,,,Qualis 2017-2020,2021,,,,
FSE/ESEC,2025,Joint Meeting on European Software Engineering Conference and Foundations of Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
FSEN,2025,International Conference on Fundamentals of Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
FSR,2025,Conference on Field and Service Robotics,,,,,,Qualis 2017-2020,2021,,,,
FTC,2025,Future Technologies Conference,,,,,,Qualis 2017-2020,2021,,,,
FUN,2025,International Conference on Fun with Algorithms,,,,,,Qualis 2017-2020,2021,,,,
FUSION,2025,International Conference on Information Fusion,,,,,,Qualis 2017-2020,2021,,,,
FUZZ,2025,IEEE International Conference on Fuzzy Systems,,,,,,Qualis 2017-2020,2021,,,,
GameSec,2025,Conference on Decision and Game Theory for Security,,,,,,Qualis 2017-2020,2021,,,,
GAS,2025,International Workshop on Games and Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
GbRPR,2025,International Workshop on Graph-Based Representations in Pattern Recognition,,,,,,Qualis 2017-2020,2021,,,,
GECCO,2025,Genetic and Evolutionary Computation Conference,,,,,,Qualis 2017-2020,2021,,,,
GECON,2025,"International Conference on Economics of Grids, Clouds, Systems and Services",,,,,,Qualis 2017-2020,2021,,,,
GEFI,2025,Global Experimentation for Future Internet,,,,,,Qualis 2017-2020,2021,,,,
GEM,2025,"IEEE Games, Entertainment, Media Conference",,,,,,Qualis 2017-2020,2021,,,,
GeoAI,2025,International Workshop on AI for Geographic Knowledge Discovery,,,,,,Qualis 2017-2020,2021,,,,
GEOBIA,2025,Geographic Object-based Image Analysis,,,,,,Qualis 2017-2020,2021,,,,
GEOINFO,2025,Brazilian Symposium on GeoInformatics,,,,,,Qualis 2017-2020,2021,,,,
GeoPROCESSING-IARIA,2025,"IARIA International Conference on Advanced Geographic Information Systems, Applications, and Services",,,,,,Qualis 2017-2020,2021,,,,
GeoSim,2025,International Workshop on Geospatial Simulation,,,,,,Qualis 2017-2020,2021,,,,
GI,2025,Graphics Interface Conference,,,,,,Qualis 2017-2020,2021,,,,
GIIS,2025,Global Information Infrastructure and Networking Symposium,,,,,,Qualis 2017-2020,2021,,,,
GIR,2025,Workshop on Geographic Information Retrieval,,,,,,Qualis 2017-2020,2021,,,,
GIScience,2025,International Conference on Geographic Information Science,,,,,,Qualis 2017-2020,2021,,,,
GLOBALSIP,2025,Global Conference on Signal and Information Processing,,,,,,Qualis 2017-2020,2021,,,,
GLOBECOM,2025,IEEE Global Communications Conference,,,,,,Qualis 2017-2020,2021,,,,
GLSVLSI,2025,Great Lakes Symposium on VLSI,,,,,,Qualis 2017-2020,2021,,,,
GPC,2025,International Conference on Grid And Pervasive Computing,,,,,,Qualis 2017-2020,2021,,,,
GPCE,2025,ACM International Conference on Generative Programming: Concepts and Experiences,,,,,,Qualis 2017-2020,2021,,,,
GRAPP,2025,International Conference on Computer Graphics Theory and Applications,,,,,,Qualis 2017-2020,2021,,,,
GreenCom,2025,IEEE International Conference on Green Computing and Communications,,,,,,Qualis 2017-2020,2021,,,,
GROUP,2025,International Conference on Supporting Group Work,,,,,,Qualis 2017-2020,2021,,,,
GVIZ,2025,Workshop on New Directions in Geovisual Analytics,,,,,,Qualis 2017-2020,2021,,,,
GWN,2025,International Global Wordnet Conference,,,,,,Qualis 2017-2020,2021,,,,
HAIS,2025,International Conference on Hybrid Artificial Intelligence Systems,,,,,,Qualis 2017-2020,2021,,,,
HAPTICS,2025,IEEE Haptics Symposium,,,,,,Qualis 2017-2020,2021,,,,
HASE,2025,IEEE International Symposium on High Assurance Systems Engineering,,,,,,Qualis 2017-2020,2021,,,,
HCOMP,2025,AAAI Conference on Human Computation and Crowdsourcing,,,,,,Qualis 2017-2020,2021,,,,
HCSE,2025,International Conference on Human-Centered Software Engineering,,,,,,Qualis 2017-2020,2021,,,,
HEALTHCOM,2025,"IEEE International Conference on E-health Networking, Application & Services",,,,,,Qualis 2017-2020,2021,,,,
HEALTHINF,2025,International Conference on Health Informatics,,,,,,Qualis 2017-2020,2021,,,,
HEALTHINFO,2025,"International Conference on Informatics and Assistive Technologies for Health-Care, Medical Support and Wellbeing",,,,,,Qualis 2017-2020,2021,,,,
HICSS,2025,Hawaii International Conference on System Sciences,,,,,,Qualis 2017-2020,2021,,,,
HILDA,2025,Workshop on Human-In-the-Loop Data Analytics,,,,,,Qualis 2017-2020,2021,,,,
HIMS,2025,International Conference on Health Informatics and Medical Systems,,,,,,Qualis 2017-2020,2021,,,,
HIPC,2025,IEEE International Conference on High Performance Computing,,,,,,Qualis 2017-2020,2021,,,,
HIS,2025,International Conference on Hybrid Intelligent Systems,,,,,,Qualis 2017-2020,2021,,,,
HM,2025,International Workshop on Hybrid Metaheuristics,,,,,,Qualis 2017-2020,2021,,,,
HOST,2025,IEEE International Symposium on Hardware Oriented Security and Trust,,,,,,Qualis 2017-2020,2021,,,,
HOTNETS,2025,ACM Workshop on Hot Topics in Networks,,,,,,Qualis 2017-2020,2021,,,,
HPCA,2025,IEEE International Symposium on High Performance Computer Architecture,,,,,,Qualis 2017-2020,2021,,,,
HPCC,2025,International Conference on High Performance Computing and Communications,,,,,,Qualis 2017-2020,2021,,,,
HPCS,2025,International Conference on High Performance Computing & Simulation,,,,,,Qualis 2017-2020,2021,,,,
HPDC,2025,International Symposium on High Performance Distributed Computing,,,,,,Qualis 2017-2020,2021,,,,
HPSR,2025,IEEE High Performance Switching and Routing,,,,,,Qualis 2017-2020,2021,,,,
HRI,2025,ACM/IEEE International Conference on Human Robot Interaction,,,,,,Qualis 2017-2020,2021,,,,
HS,2025,Haskell Symposium,,,,,,Qualis 2017-2020,2021,,,,
HSCC,2025,International Conference on Hybrid Systems: Computation and Control,,,,,,Qualis 2017-2020,2021,,,,
HT,2025,ACM Conference on Hypertext and Social Media,,,,,,Qualis 2017-2020,2021,,,,
Humanoids,2025,IEEE RAS International Conference on Humanoid Robot,,,,,,Qualis 2017-2020,2021,,,,
Hypertext,2025,ACM Conference on Hypertext and Hypermedia,,,,,,Qualis 2017-2020,2021,,,,
i-SAIRAS,2025,"International Symposium on Artificial Intelligence, Robotics and Automation in Space",,,,,,Qualis 2017-2020,2021,,,,
I/ITSEC,2025,"Interservice/Industry Training, Simulation & Education Conference",,,,,,Qualis 2017-2020,2021,,,,
I2MTC,2025,IEEE International Instrumentation and Measurement Technology Conference,,,,,,Qualis 2017-2020,2021,,,,
I3D,2025,ACM SIGGRAPH Symposium on Interactive 3D Graphics and Games,,,,,,Qualis 2017-2020,2021,,,,
IAAI,2025,International Conference of the Italian Association for Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
IAS,2025,Industry Applications Society Annual Meeting,,,,,,Qualis 2017-2020,2021,,,,
IAV,2025,IFAC Symposium on Intelligent Autonomous Vehicles,,,,,,Qualis 2017-2020,2021,,,,
IBERAMIA,2025,Ibero-American Conference on Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
IBERCHIP,2025,Workshop Iberchip,,,,,,Qualis 2017-2020,2021,,,,
IC2E,2025,IEEE International Conference on Cloud Engineering,,,,,,Qualis 2017-2020,2021,,,,
IC3K,2025,"International Joint Conference on Knowledge Discovery, Knowledge Engineering and Knowledge Management",,,,,,Qualis 2017-2020,2021,,,,
ICA3PP,2025,International Conference on Algorithms and Architectures for Parallel Processing,,,,,,Qualis 2017-2020,2021,,,,
ICAART,2025,International Conference on Agents and Artificial Intelligence,,,,,,Qualis 2017-2020,2021,,,,
ICAI,2025,International Conference on Applied Informatics,,,,,,Qualis 2017-2020,2021,,,,
ICAISC,2025,International Conference on Artificial Intelligence and Soft Computing,,,,,,Qualis 2017-2020,2021,,,,
